external_id,eng_name,full_name,context,short_context,name_ko,short_name_ko
290212,D. Višinský,Denis Višinský,Czechia,Plzen,,
2810,D. Zakaria,Denis Lemi Zakaria Lako Lado,Switzerland,Monaco,,
2286,D. Zappacosta,Davide Zappacosta,Italy,Atalanta,,
128772,D. Zima,David Zima,Czechia,Slavia Praha,,
277159,Dani Bolt,Daniel Lima de Castro,Brazil,Qarabag,,
47281,Dani García,Daniel García Carrillo,Spain,Olympiakos Piraeus,,
386869,Dani MartÃ­nez,Daniel Martinez Moreno,Spain,Atletico Madrid,,
1323,Dani Olmo,Daniel Olmo Carvajal,Spain,Barcelona,,
928,Dani Parejo,Daniel Parejo Muñoz,Spain,Villarreal,,
371912,Dani Rodríguez,Daniel Rodríguez Crespo,Spain,Barcelona,,
47278,Dani Vivian,Daniel Vivian Moreno,Spain,Athletic Club,,
41892,Daniel Bragança,Daniel Santos Bragança,Portugal,Sporting CP,,
455356,Daniel Budesca,Daniel Budesca López,Spain,Villarreal,,
424461,Dániel István Radnóti,Dániel István Radnóti,Hungary,Ferencvarosi TC,,
1605,Daniel Podence,Daniel Castelo Podence,Portugal,Olympiakos Piraeus,,
553,Danilo,Danilo Pereira da Silva,Brazil,Rangers,,
22163,Dante,Dante Bonfim Costa Santos,Brazil,Nice,,
392146,Danylo Krevsun,Danylo Krevsun,Ukraine,Borussia Dortmund,,
449689,David Daiber,David Michael Santos Daiber,Portugal,Bayern München,,
330436,David Jiménez,David Jiménez Corredor,Spain,Real Madrid,,
411693,David Moreira,David Miguel Madeira Moreira,Portugal,Sporting CP,,
552,David Neres,David Neres Campos,Brazil,Napoli,,
41996,David Sualehe,David Sena Fernandes Sualehe,Portugal,FC Noah,,
37435,Deroy Duarte,Deroy D'Encarnação Duarte,Cape Verde,Ludogorets,,
451355,Diego Aguado,Diego Aguado Facio,Spain,Real Madrid,,
330296,Diego Callai,Diego Callai Silva,Brazil,Sporting CP,,
122956,Diego Conde,Diego José Conde Alcolado,Spain,Villarreal,,
26856,Dinis Almeida,Dinis da Costa Lima Almeida,Portugal,Ludogorets,,
386314,Diogo Ferreira,Diogo José de Nazaré e Jesus Ferreira,Portugal,Benfica,,
364811,Diogo Ferreira Prioste,Diogo Ferreira Prioste,Portugal,Benfica,,
162481,Diogo Nascimento,Diogo André Santos Nascimento,Portugal,Olympiakos Piraeus,,
474378,Don-Angelo Christoffel Annum-Assamoah Konadu,Don-Angelo Christoffel Annum-Assamoah Kon,Netherlands,Ajax,,
341080,E. Addai,Emmanuel Addai,Ghana,Qarabag,,
444468,E. Aguilar,Enrique Marlon Aguilar,Switzerland,Red Bull Salzburg,,
7719,E. Aiwu,Emanuel Aiwu,Austria,Sturm Graz,,
568050,E. Arac,Ege Arac,Turkey,Galatasaray,,
322506,E. Aydın,Eyüp Aydın,Türkiye,Galatasaray,,
464055,E. Baidoo,Edmund Baidoo,Ghana,Red Bull Salzburg,,
329409,E. Bajraktarevic,Esmir Bajraktarević,USA,PSV Eindhoven,,
105475,E. Bejtulai,Egzon Bejtulai,North Macedonia,Drita,,
409306,E. Bille,Eric Yves Bille,Côte d'Ivoire,Ludogorets,,
109750,E. Boakye,Eric Boakye,Ghana,FC Noah,,
28326,E. Botka,Endre Botka,Hungary,Ferencvarosi TC,,
567978,E. C. Karasu,E. C. Karasu,,Galatasaray,,
864,E. Can,Emre Can,Germany,Borussia Dortmund,,
579072,E. De Chiara,E. De Chiara,,Napoli,,
50057,E. Elmalı,Evren Eren Elmalı,Türkiye,Galatasaray,,
1358,E. Elmas,Eljif Elmas,North Macedonia,Napoli,,
322882,E. Fernandez,Emmanuel Oluwasegun Fernandez,England,Rangers,,
343566,E. Fikaj,Elton Fikaj,Albania,Panathinaikos,,
560981,E. Gift,E. Gift,,Athletic Club,,
197625,E. Guðmundsson,Eggert Aron Guðmundsson,Iceland,Brann,,
416062,E. Helland,Eivind Fauske Helland,Norway,Brann,,
7683,E. Karić,Emir Karić,Austria,Sturm Graz,,
145953,E. Kornvig,Emil Nestved Kornvig,Denmark,Brann,,
2855,E. Krafth,Emil Henry Kristoffer Krafth,Sweden,Newcastle,,
47960,E. Kurtulus,Edvin Kurtulus,Sweden,Ludogorets,,
278017,E. Morina,Endrit Morina,Kosovo,Drita,,
6002,E. Palacios,Exequiel Alejandro Palacios,Argentina,Bayer Leverkusen,,
38692,E. Palmer-Brown,Erik Ross Palmer-Brown,USA,Panathinaikos,,
551763,E. Pitak,E. Pitak,,Slavia Praha,,
105726,E. Prekop,Erik Prekop,Slovakia,Slavia Praha,,
192015,E. Sevikyan,Edgar Sevikyan,Russia,Ferencvarosi TC,,
21587,E. Skhiri,Ellyes Joris Skhiri,Tunisia,Eintracht Frankfurt,,
53597,E. Sorokin,Egor Sorokin,Russia,Kairat Almaty,,
489058,E. Sylejmani,E. Sylejmani,,Drita,,
111532,E. Tapalov,Erkin Tapalov,Kazakhstan,Kairat Almaty,,
41150,E. Tapsoba,Edmond Fayçal Tapsoba,Burkina Faso,Bayer Leverkusen,,
412869,E. Waayers,Eus Waayers,Netherlands,PSV Eindhoven,,
162707,E. Wahi,Sepe Elye Wahi,France,Eintracht Frankfurt,,
48392,E. Zhegrova,Edon Zhegrova,Kosovo,Juventus,,
543468,Eder Aller,Eder Aller,,Barcelona,,
301363,Edmilson,Edmilson de Paula Santos Filho,Brazil,Kairat Almaty,,
449626,Eduardo Felicíssimo,Eduardo Manuel de Freitas Monteiro Ferreira F,Portugal,Sporting CP,,
262845,Eduardo Quaresma,Eduardo Filipe Quaresma Vieira Coimbra Simões,Portugal,Sporting CP,,
420351,Elias  Benkara,Elias Benkara,Germany,Borussia Dortmund,,
382492,Elias Baum,Elias Baum,Germany,Eintracht Frankfurt,,
423188,Enes Emre Büyük,Enes Emre Büyük,Turkey,Galatasaray,,
394384,Erick Marcus,Erick Marcus dos Santos Oliveira do Carmo,Brazil,Ludogorets,,
